user,tag,attempts,solved,corpus_count,solve_rate,coverage,strength_score,weakness_score,is_weak
morandyg,constructive algorithms,92,90,2035,0.9783,0.0442,0.4178,0.5822,1
morandyg,matrices,5,5,137,1.0,0.0365,0.4219,0.5781,1
morandyg,graph matchings,4,4,104,1.0,0.0385,0.4231,0.5769,1
morandyg,meet-in-the-middle,2,2,51,1.0,0.0392,0.4235,0.5765,1
morandyg,combinatorics,50,49,813,0.98,0.0603,0.4282,0.5718,1
morandyg,bitmasks,53,51,686,0.9623,0.0743,0.4295,0.5705,1
morandyg,2-sat,2,2,40,1.0,0.05,0.43,0.57,1
morandyg,probabilities,15,15,265,1.0,0.0566,0.434,0.566,1
morandyg,schedules,2,2,14,1.0,0.1429,0.4857,0.5143,0
mrthimote,matrices,3,2,137,0.6667,0.0146,0.2754,0.7246,1
mrthimote,ternary search,4,3,69,0.75,0.0435,0.3261,0.6739,1
mrthimote,divide and conquer,35,27,344,0.7714,0.0785,0.3557,0.6443,1
mrthimote,geometry,19,16,419,0.8421,0.0382,0.3598,0.6402,1
mrthimote,hashing,13,11,235,0.8462,0.0468,0.3665,0.6335,1
mrthimote,number theory,62,53,862,0.8548,0.0615,0.3788,0.6212,1
mrthimote,implementation,138,125,2965,0.9058,0.0422,0.3876,0.6124,1
mrthimote,combinatorics,58,51,813,0.8793,0.0627,0.3894,0.6106,1
mrthimote,interactive,23,20,278,0.8696,0.0719,0.391,0.609,1
mrthimote,graphs,92,81,1187,0.8804,0.0682,0.3931,0.6069,1
mrthimote,strings,37,34,792,0.9189,0.0429,0.3933,0.6067,1
mrthimote,shortest paths,25,22,291,0.88,0.0756,0.3974,0.6026,1
mrthimote,math,244,220,3356,0.9016,0.0656,0.4,0.6,1
mrthimote,data structures,149,135,1974,0.906,0.0684,0.4034,0.5966,1
mrthimote,dp,177,161,2442,0.9096,0.0659,0.4034,0.5966,1
mrthimote,trees,73,66,934,0.9041,0.0707,0.404,0.596,1
mrthimote,bitmasks,49,45,686,0.9184,0.0656,0.4067,0.5933,1
mrthimote,two pointers,52,47,625,0.9038,0.0752,0.4067,0.5933,1
mrthimote,*special,5,5,370,1.0,0.0135,0.4081,0.5919,1
mrthimote,constructive algorithms,166,151,2035,0.9096,0.0742,0.4084,0.5916,1
mrthimote,binary search,111,100,1247,0.9009,0.0802,0.4085,0.5915,1
mrthimote,brute force,147,135,1935,0.9184,0.0698,0.4092,0.5908,1
mrthimote,dfs and similar,94,85,1040,0.9043,0.0817,0.4107,0.5893,1
mrthimote,fft,2,2,110,1.0,0.0182,0.4109,0.5891,1
mrthimote,meet-in-the-middle,1,1,51,1.0,0.0196,0.4118,0.5882,1
mrthimote,string suffix structures,2,2,100,1.0,0.02,0.412,0.588,1
mrthimote,flows,4,4,160,1.0,0.025,0.415,0.585,1
mrthimote,greedy,312,285,3429,0.9135,0.0831,0.4153,0.5847,1
mrthimote,expression parsing,1,1,35,1.0,0.0286,0.4171,0.5829,1
mrthimote,sortings,93,89,1212,0.957,0.0734,0.4269,0.5731,1
mrthimote,graph matchings,5,5,104,1.0,0.0481,0.4288,0.5712,1
mrthimote,probabilities,15,15,265,1.0,0.0566,0.434,0.566,1
mrthimote,dsu,39,37,405,0.9487,0.0914,0.4343,0.5657,1
mrthimote,schedules,1,1,14,1.0,0.0714,0.4429,0.5571,1
mrthimote,games,30,29,287,0.9667,0.101,0.4473,0.5527,1
mrthimote,chinese remainder theorem,4,4,24,1.0,0.1667,0.5,0.5,0
msab3f,fft,4,3,110,0.75,0.0273,0.3164,0.6836,1
msab3f,ternary search,6,5,69,0.8333,0.0725,0.3768,0.6232,1
msab3f,geometry,11,10,419,0.9091,0.0239,0.378,0.622,1
msab3f,*special,2,2,370,1.0,0.0054,0.4032,0.5968,1
msab3f,string suffix structures,1,1,100,1.0,0.01,0.406,0.594,1
msab3f,flows,3,3,160,1.0,0.0188,0.4112,0.5888,1
msab3f,combinatorics,56,53,813,0.9464,0.0652,0.4177,0.5823,1
msab3f,strings,51,49,792,0.9608,0.0619,0.4214,0.5786,1
msab3f,matrices,5,5,137,1.0,0.0365,0.4219,0.5781,1
msab3f,brute force,121,117,1935,0.9669,0.0605,0.4231,0.5769,1
msab3f,meet-in-the-middle,2,2,51,1.0,0.0392,0.4235,0.5765,1
msab3f,constructive algorithms,146,140,2035,0.9589,0.0688,0.4248,0.5752,1
msab3f,chinese remainder theorem,1,1,24,1.0,0.0417,0.425,0.575,1
msab3f,hashing,10,10,235,1.0,0.0426,0.4255,0.5745,1
msab3f,math,218,214,3356,0.9817,0.0638,0.4309,0.5691,1
msab3f,implementation,188,185,2965,0.984,0.0624,0.4311,0.5689,1
msab3f,number theory,70,68,862,0.9714,0.0789,0.4359,0.5641,1
msab3f,greedy,268,262,3429,0.9776,0.0764,0.4369,0.5631,1
msab3f,sortings,90,89,1212,0.9889,0.0734,0.4396,0.5604,1
msab3f,games,19,19,287,1.0,0.0662,0.4397,0.5603,1
msab3f,schedules,1,1,14,1.0,0.0714,0.4429,0.5571,1
msab3f,binary search,108,106,1247,0.9815,0.085,0.4436,0.5564,1
msab3f,interactive,21,21,278,1.0,0.0755,0.4453,0.5547,1
msab3f,graph matchings,8,8,104,1.0,0.0769,0.4462,0.5538,1
msab3f,divide and conquer,45,42,344,0.9333,0.1221,0.4466,0.5534,1
msab3f,dp,256,247,2442,0.9648,0.1011,0.4466,0.5534,1
msab3f,two pointers,50,50,625,1.0,0.08,0.448,0.552,1
msab3f,bitmasks,73,71,686,0.9726,0.1035,0.4511,0.5489,0
msab3f,data structures,193,190,1974,0.9845,0.0963,0.4515,0.5485,0
msab3f,probabilities,23,23,265,1.0,0.0868,0.4521,0.5479,0
msab3f,graphs,152,146,1187,0.9605,0.123,0.458,0.542,0
msab3f,dsu,63,60,405,0.9524,0.1481,0.4698,0.5302,0
msab3f,shortest paths,44,43,291,0.9773,0.1478,0.4796,0.5204,0
msab3f,trees,141,138,934,0.9787,0.1478,0.4801,0.5199,0
msab3f,dfs and similar,162,158,1040,0.9753,0.1519,0.4813,0.5187,0
msab3f,2-sat,8,8,40,1.0,0.2,0.52,0.48,0
mtsd,meet-in-the-middle,2,1,51,0.5,0.0196,0.2118,0.7882,1
mtsd,*special,4,3,370,0.75,0.0081,0.3049,0.6951,1
mtsd,fft,13,10,110,0.7692,0.0909,0.3622,0.6378,1
mtsd,divide and conquer,37,30,344,0.8108,0.0872,0.3766,0.6234,1
mtsd,flows,18,15,160,0.8333,0.0938,0.3896,0.6104,1
mtsd,string suffix structures,8,7,100,0.875,0.07,0.392,0.608,1
mtsd,matrices,10,9,137,0.9,0.0657,0.3994,0.6006,1
mtsd,probabilities,35,30,265,0.8571,0.1132,0.4108,0.5892,1
mtsd,ternary search,8,7,69,0.875,0.1014,0.4109,0.5891,1
mtsd,hashing,31,27,235,0.871,0.1149,0.4173,0.5827,1
mtsd,data structures,219,196,1974,0.895,0.0993,0.4176,0.5824,1
mtsd,geometry,47,42,419,0.8936,0.1002,0.4176,0.5824,1
mtsd,dp,287,256,2442,0.892,0.1048,0.4197,0.5803,1
mtsd,chinese remainder theorem,5,4,24,0.8,0.1667,0.42,0.58,1
mtsd,strings,72,67,792,0.9306,0.0846,0.423,0.577,1
mtsd,bitmasks,97,85,686,0.8763,0.1239,0.4249,0.5751,1
mtsd,brute force,241,216,1935,0.8963,0.1116,0.4255,0.5745,1
mtsd,dfs and similar,132,118,1040,0.8939,0.1135,0.4257,0.5743,1
mtsd,trees,114,103,934,0.9035,0.1103,0.4276,0.5724,1
mtsd,number theory,118,105,862,0.8898,0.1218,0.429,0.571,1
mtsd,graph matchings,16,14,104,0.875,0.1346,0.4308,0.5692,1
mtsd,dsu,64,56,405,0.875,0.1383,0.433,0.567,1
mtsd,implementation,295,278,2965,0.9424,0.0938,0.4332,0.5668,1
mtsd,graphs,154,140,1187,0.9091,0.1179,0.4344,0.5656,1
mtsd,binary search,141,131,1247,0.9291,0.1051,0.4347,0.5653,1
mtsd,two pointers,88,80,625,0.9091,0.128,0.4404,0.5596,1
mtsd,interactive,45,40,278,0.8889,0.1439,0.4419,0.5581,1
mtsd,combinatorics,116,106,813,0.9138,0.1304,0.4437,0.5563,1
mtsd,shortest paths,35,33,291,0.9429,0.1134,0.4452,0.5548,1
mtsd,sortings,162,152,1212,0.9383,0.1254,0.4506,0.5494,0
mtsd,expression parsing,3,3,35,1.0,0.0857,0.4514,0.5486,0
mtsd,math,446,423,3356,0.9484,0.126,0.455,0.545,0
mtsd,greedy,499,474,3429,0.9499,0.1382,0.4629,0.5371,0
mtsd,constructive algorithms,354,331,2035,0.935,0.1627,0.4716,0.5284,0
mtsd,games,58,54,287,0.931,0.1882,0.4853,0.5147,0
mtsd,schedules,2,2,14,1.0,0.1429,0.4857,0.5143,0
mtsd,2-sat,6,6,40,1.0,0.15,0.49,0.51,0
mtsd,communication,1,1,3,1.0,0.3333,0.6,0.4,0
mwen,meet-in-the-middle,2,1,51,0.5,0.0196,0.2118,0.7882,1
mwen,fft,3,3,110,1.0,0.0273,0.4164,0.5836,1
mwen,expression parsing,1,1,35,1.0,0.0286,0.4171,0.5829,1
mwen,matrices,4,4,137,1.0,0.0292,0.4175,0.5825,1
mwen,string suffix structures,4,4,100,1.0,0.04,0.424,0.576,1
mwen,flows,7,7,160,1.0,0.0438,0.4262,0.5738,1
mwen,probabilities,14,14,265,1.0,0.0528,0.4317,0.5683,1
mwen,*special,22,22,370,1.0,0.0595,0.4357,0.5643,1
mwen,strings,75,72,792,0.96,0.0909,0.4385,0.5615,1
mwen,graph matchings,7,7,104,1.0,0.0673,0.4404,0.5596,1
mwen,schedules,1,1,14,1.0,0.0714,0.4429,0.5571,1
mwen,data structures,194,188,1974,0.9691,0.0952,0.4448,0.5552,1
mwen,trees,100,96,934,0.96,0.1028,0.4457,0.5543,1
mwen,geometry,33,33,419,1.0,0.0788,0.4473,0.5527,1
mwen,graphs,117,114,1187,0.9744,0.096,0.4474,0.5526,1
mwen,dp,244,238,2442,0.9754,0.0975,0.4486,0.5514,1
mwen,implementation,283,278,2965,0.9823,0.0938,0.4492,0.5508,1
mwen,hashing,20,20,235,1.0,0.0851,0.4511,0.5489,0
mwen,dsu,48,46,405,0.9583,0.1136,0.4515,0.5485,0
mwen,combinatorics,72,72,813,1.0,0.0886,0.4531,0.5469,0
mwen,divide and conquer,31,31,344,1.0,0.0901,0.4541,0.5459,0
mwen,shortest paths,27,27,291,1.0,0.0928,0.4557,0.5443,0
mwen,dfs and similar,116,114,1040,0.9828,0.1096,0.4589,0.5411,0
mwen,ternary search,7,7,69,1.0,0.1014,0.4609,0.5391,0
mwen,number theory,89,89,862,1.0,0.1032,0.4619,0.5381,0
mwen,interactive,35,34,278,0.9714,0.1223,0.462,0.538,0
mwen,bitmasks,85,83,686,0.9765,0.121,0.4632,0.5368,0
mwen,binary search,142,141,1247,0.993,0.1131,0.465,0.535,0
mwen,brute force,237,233,1935,0.9831,0.1204,0.4655,0.5345,0
mwen,math,441,433,3356,0.9819,0.129,0.4702,0.5298,0
mwen,sortings,153,152,1212,0.9935,0.1254,0.4726,0.5274,0
mwen,chinese remainder theorem,3,3,24,1.0,0.125,0.475,0.525,0
mwen,two pointers,85,85,625,1.0,0.136,0.4816,0.5184,0
mwen,constructive algorithms,303,299,2035,0.9868,0.1469,0.4829,0.5171,0
mwen,greedy,539,531,3429,0.9852,0.1549,0.487,0.513,0
mwen,games,58,57,287,0.9828,0.1986,0.5123,0.4877,0
mwen,2-sat,9,9,40,1.0,0.225,0.535,0.465,0
myoi0905,meet-in-the-middle,2,1,51,0.5,0.0196,0.2118,0.7882,1
myoi0905,hashing,11,8,235,0.7273,0.034,0.3113,0.6887,1
myoi0905,graph matchings,5,4,104,0.8,0.0385,0.3431,0.6569,1
myoi0905,shortest paths,7,6,291,0.8571,0.0206,0.3552,0.6448,1
myoi0905,interactive,19,16,278,0.8421,0.0576,0.3714,0.6286,1
myoi0905,chinese remainder theorem,4,3,24,0.75,0.125,0.375,0.625,1
myoi0905,graphs,56,50,1187,0.8929,0.0421,0.3824,0.6176,1
myoi0905,dfs and similar,57,51,1040,0.8947,0.049,0.3873,0.6127,1
myoi0905,divide and conquer,14,13,344,0.9286,0.0378,0.3941,0.6059,1
myoi0905,trees,42,39,934,0.9286,0.0418,0.3965,0.6035,1
myoi0905,strings,38,36,792,0.9474,0.0455,0.4062,0.5938,1
myoi0905,bitmasks,50,46,686,0.92,0.0671,0.4082,0.5918,1
myoi0905,flows,3,3,160,1.0,0.0188,0.4112,0.5888,1
myoi0905,combinatorics,44,42,813,0.9545,0.0517,0.4128,0.5872,1
myoi0905,data structures,118,112,1974,0.9492,0.0567,0.4137,0.5863,1
myoi0905,implementation,145,140,2965,0.9655,0.0472,0.4145,0.5855,1
myoi0905,dsu,23,22,405,0.9565,0.0543,0.4152,0.5848,1
myoi0905,expression parsing,1,1,35,1.0,0.0286,0.4171,0.5829,1
myoi0905,matrices,4,4,137,1.0,0.0292,0.4175,0.5825,1
myoi0905,brute force,125,119,1935,0.952,0.0615,0.4177,0.5823,1
myoi0905,binary search,82,78,1247,0.9512,0.0626,0.418,0.582,1
myoi0905,probabilities,8,8,265,1.0,0.0302,0.4181,0.5819,1
myoi0905,dp,141,136,2442,0.9645,0.0557,0.4192,0.5808,1
myoi0905,fft,4,4,110,1.0,0.0364,0.4218,0.5782,1
myoi0905,math,215,207,3356,0.9628,0.0617,0.4221,0.5779,1
myoi0905,geometry,17,17,419,1.0,0.0406,0.4243,0.5757,1
myoi0905,number theory,49,48,862,0.9796,0.0557,0.4252,0.5748,1
myoi0905,sortings,92,88,1212,0.9565,0.0726,0.4262,0.5738,1
myoi0905,string suffix structures,5,5,100,1.0,0.05,0.43,0.57,1
myoi0905,constructive algorithms,151,148,2035,0.9801,0.0727,0.4357,0.5643,1
myoi0905,greedy,288,282,3429,0.9792,0.0822,0.441,0.559,1
myoi0905,two pointers,54,53,625,0.9815,0.0848,0.4435,0.5565,1
myoi0905,2-sat,3,3,40,1.0,0.075,0.445,0.555,1
myoi0905,games,32,31,287,0.9688,0.108,0.4523,0.5477,0
myoi0905,ternary search,7,7,69,1.0,0.1014,0.4609,0.5391,0
myoi0905,schedules,2,2,14,1.0,0.1429,0.4857,0.5143,0
mythofys,fft,2,1,110,0.5,0.0091,0.2055,0.7945,1
mythofys,schedules,2,1,14,0.5,0.0714,0.2429,0.7571,1
mythofys,dsu,17,15,405,0.8824,0.037,0.3752,0.6248,1
mythofys,graphs,57,50,1187,0.8772,0.0421,0.3762,0.6238,1
mythofys,dfs and similar,65,56,1040,0.8615,0.0538,0.3769,0.6231,1
mythofys,interactive,28,23,278,0.8214,0.0827,0.3782,0.6218,1
mythofys,trees,54,47,934,0.8704,0.0503,0.3783,0.6217,1
mythofys,shortest paths,10,9,291,0.9,0.0309,0.3786,0.6214,1
mythofys,divide and conquer,25,22,344,0.88,0.064,0.3904,0.6096,1
mythofys,geometry,15,14,419,0.9333,0.0334,0.3934,0.6066,1
mythofys,hashing,12,11,235,0.9167,0.0468,0.3948,0.6052,1
mythofys,matrices,2,2,137,1.0,0.0146,0.4088,0.5912,1
mythofys,meet-in-the-middle,1,1,51,1.0,0.0196,0.4118,0.5882,1
mythofys,implementation,220,204,2965,0.9273,0.0688,0.4122,0.5878,1
mythofys,2-sat,1,1,40,1.0,0.025,0.415,0.585,1
mythofys,data structures,136,128,1974,0.9412,0.0648,0.4154,0.5846,1
mythofys,flows,5,5,160,1.0,0.0312,0.4188,0.5812,1
mythofys,dp,168,160,2442,0.9524,0.0655,0.4203,0.5797,1
mythofys,probabilities,10,10,265,1.0,0.0377,0.4226,0.5774,1
mythofys,string suffix structures,4,4,100,1.0,0.04,0.424,0.576,1
mythofys,strings,54,52,792,0.963,0.0657,0.4246,0.5754,1
mythofys,combinatorics,55,54,813,0.9818,0.0664,0.4326,0.5674,1
mythofys,ternary search,10,9,69,0.9,0.1304,0.4383,0.5617,1
mythofys,bitmasks,73,69,686,0.9452,0.1006,0.4384,0.5616,1
mythofys,binary search,118,114,1247,0.9661,0.0914,0.4413,0.5587,1
mythofys,brute force,214,203,1935,0.9486,0.1049,0.4424,0.5576,1
mythofys,graph matchings,8,8,104,1.0,0.0769,0.4462,0.5538,1
mythofys,chinese remainder theorem,2,2,24,1.0,0.0833,0.45,0.55,0
mythofys,two pointers,62,61,625,0.9839,0.0976,0.4521,0.5479,0
mythofys,games,46,42,287,0.913,0.1463,0.453,0.547,0
mythofys,math,380,369,3356,0.9711,0.11,0.4544,0.5456,0
mythofys,number theory,106,102,862,0.9623,0.1183,0.4559,0.5441,0
mythofys,sortings,122,121,1212,0.9918,0.0998,0.4566,0.5434,0
mythofys,constructive algorithms,251,244,2035,0.9721,0.1199,0.4608,0.5392,0
mythofys,greedy,467,452,3429,0.9679,0.1318,0.4662,0.5338,0
mythofys,communication,1,1,3,1.0,0.3333,0.6,0.4,0
naneosmic,ternary search,8,5,69,0.625,0.0725,0.2935,0.7065,1
naneosmic,shortest paths,7,6,291,0.8571,0.0206,0.3552,0.6448,1
naneosmic,data structures,62,55,1974,0.8871,0.0279,0.3716,0.6284,1
naneosmic,binary search,56,50,1247,0.8929,0.0401,0.3812,0.6188,1
naneosmic,divide and conquer,12,11,344,0.9167,0.032,0.3859,0.6141,1
naneosmic,graphs,37,35,1187,0.9459,0.0295,0.3961,0.6039,1
naneosmic,trees,34,32,934,0.9412,0.0343,0.397,0.603,1
naneosmic,dfs and similar,39,37,1040,0.9487,0.0356,0.4008,0.5992,1
naneosmic,dp,87,83,2442,0.954,0.034,0.402,0.598,1
naneosmic,interactive,15,14,278,0.9333,0.0504,0.4035,0.5965,1
naneosmic,flows,1,1,160,1.0,0.0062,0.4038,0.5962,1
naneosmic,fft,1,1,110,1.0,0.0091,0.4055,0.5945,1
naneosmic,two pointers,26,25,625,0.9615,0.04,0.4086,0.5914,1
naneosmic,implementation,104,101,2965,0.9712,0.0341,0.4089,0.5911,1
naneosmic,combinatorics,31,30,813,0.9677,0.0369,0.4092,0.5908,1
naneosmic,graph matchings,2,2,104,1.0,0.0192,0.4115,0.5885,1
naneosmic,matrices,3,3,137,1.0,0.0219,0.4131,0.5869,1
naneosmic,brute force,89,86,1935,0.9663,0.0444,0.4132,0.5868,1
naneosmic,probabilities,6,6,265,1.0,0.0226,0.4136,0.5864,1
naneosmic,geometry,10,10,419,1.0,0.0239,0.4143,0.5857,1
naneosmic,2-sat,1,1,40,1.0,0.025,0.415,0.585,1
naneosmic,strings,25,25,792,1.0,0.0316,0.4189,0.5811,1
naneosmic,sortings,41,41,1212,1.0,0.0338,0.4203,0.5797,1
naneosmic,dsu,14,14,405,1.0,0.0346,0.4207,0.5793,1
naneosmic,bitmasks,29,29,686,1.0,0.0423,0.4254,0.5746,1
naneosmic,greedy,198,195,3429,0.9848,0.0569,0.4281,0.5719,1
naneosmic,math,187,185,3356,0.9893,0.0551,0.4288,0.5712,1
naneosmic,hashing,12,12,235,1.0,0.0511,0.4306,0.5694,1
naneosmic,constructive algorithms,126,125,2035,0.9921,0.0614,0.4337,0.5663,1
naneosmic,number theory,51,51,862,1.0,0.0592,0.4355,0.5645,1
naneosmic,games,26,25,287,0.9615,0.0871,0.4369,0.5631,1
naneosmic,schedules,2,2,14,1.0,0.1429,0.4857,0.5143,0
naneosmic,chinese remainder theorem,5,5,24,1.0,0.2083,0.525,0.475,0
natsugiri,schedules,5,4,14,0.8,0.2857,0.4914,0.5086,0
natsugiri,meet-in-the-middle,15,13,51,0.8667,0.2549,0.4996,0.5004,0
natsugiri,string suffix structures,27,24,100,0.8889,0.24,0.4996,0.5004,0
natsugiri,hashing,84,69,235,0.8214,0.2936,0.5047,0.4953,0
natsugiri,flows,45,40,160,0.8889,0.25,0.5056,0.4944,0
natsugiri,matrices,44,38,137,0.8636,0.2774,0.5119,0.4881,0
natsugiri,geometry,144,126,419,0.875,0.3007,0.5304,0.4696,0
natsugiri,divide and conquer,119,104,344,0.8739,0.3023,0.531,0.469,0
natsugiri,fft,31,29,110,0.9355,0.2636,0.5324,0.4676,0
natsugiri,shortest paths,113,97,291,0.8584,0.3333,0.5434,0.4566,0
natsugiri,trees,345,305,934,0.8841,0.3266,0.5496,0.4504,0
natsugiri,expression parsing,9,9,35,1.0,0.2571,0.5543,0.4457,0
natsugiri,graph matchings,33,31,104,0.9394,0.2981,0.5546,0.4454,0
natsugiri,interactive,101,91,278,0.901,0.3273,0.5568,0.4432,0
natsugiri,2-sat,16,14,40,0.875,0.35,0.56,0.44,0
natsugiri,probabilities,99,89,265,0.899,0.3358,0.5611,0.4389,0
natsugiri,graphs,457,409,1187,0.895,0.3446,0.5647,0.4353,0
natsugiri,data structures,729,667,1974,0.915,0.3379,0.5687,0.4313,0
natsugiri,dsu,170,149,405,0.8765,0.3679,0.5713,0.4287,0
natsugiri,*special,136,126,370,0.9265,0.3405,0.5749,0.4251,0
natsugiri,binary search,482,443,1247,0.9191,0.3553,0.5808,0.4192,0
natsugiri,strings,282,267,792,0.9468,0.3371,0.581,0.419,0
natsugiri,dp,927,864,2442,0.932,0.3538,0.5851,0.4149,0
natsugiri,dfs and similar,438,394,1040,0.8995,0.3788,0.5871,0.4129,0
natsugiri,number theory,361,327,862,0.9058,0.3794,0.5899,0.4101,0
natsugiri,brute force,762,712,1935,0.9344,0.368,0.5945,0.4055,0
natsugiri,implementation,1119,1074,2965,0.9598,0.3622,0.6012,0.3988,0
natsugiri,bitmasks,298,274,686,0.9195,0.3994,0.6074,0.3926,0
natsugiri,math,1323,1266,3356,0.9569,0.3772,0.6091,0.3909,0
natsugiri,sortings,471,458,1212,0.9724,0.3779,0.6157,0.3843,0
natsugiri,games,127,118,287,0.9291,0.4111,0.6183,0.3817,0
natsugiri,combinatorics,340,323,813,0.95,0.3973,0.6184,0.3816,0
natsugiri,greedy,1437,1380,3429,0.9603,0.4024,0.6256,0.3744,0
natsugiri,two pointers,259,251,625,0.9691,0.4016,0.6286,0.3714,0
natsugiri,constructive algorithms,922,880,2035,0.9544,0.4324,0.6412,0.3588,0
natsugiri,ternary search,34,32,69,0.9412,0.4638,0.6547,0.3453,0
natsugiri,chinese remainder theorem,15,14,24,0.9333,0.5833,0.7233,0.2767,0
newbie_wrz,two pointers,6,4,625,0.6667,0.0064,0.2705,0.7295,1
newbie_wrz,probabilities,4,3,265,0.75,0.0113,0.3068,0.6932,1
newbie_wrz,bitmasks,9,8,686,0.8889,0.0117,0.3626,0.6374,1
newbie_wrz,data structures,11,10,1974,0.9091,0.0051,0.3667,0.6333,1
newbie_wrz,dfs and similar,11,10,1040,0.9091,0.0096,0.3694,0.6306,1
newbie_wrz,brute force,15,14,1935,0.9333,0.0072,0.3777,0.6223,1
newbie_wrz,constructive algorithms,27,25,2035,0.9259,0.0123,0.3777,0.6223,1
newbie_wrz,dp,29,27,2442,0.931,0.0111,0.379,0.621,1
newbie_wrz,graphs,15,14,1187,0.9333,0.0118,0.3804,0.6196,1
newbie_wrz,implementation,19,18,2965,0.9474,0.0061,0.3826,0.6174,1
newbie_wrz,math,35,34,3356,0.9714,0.0101,0.3947,0.6053,1
newbie_wrz,greedy,48,47,3429,0.9792,0.0137,0.3999,0.6001,1
newbie_wrz,strings,3,3,792,1.0,0.0038,0.4023,0.5977,1
newbie_wrz,hashing,1,1,235,1.0,0.0043,0.4026,0.5974,1
newbie_wrz,divide and conquer,2,2,344,1.0,0.0058,0.4035,0.5965,1
newbie_wrz,binary search,10,10,1247,1.0,0.008,0.4048,0.5952,1
newbie_wrz,number theory,7,7,862,1.0,0.0081,0.4049,0.5951,1
newbie_wrz,sortings,10,10,1212,1.0,0.0083,0.405,0.595,1
newbie_wrz,trees,8,8,934,1.0,0.0086,0.4051,0.5949,1
newbie_wrz,fft,1,1,110,1.0,0.0091,0.4055,0.5945,1
newbie_wrz,geometry,4,4,419,1.0,0.0095,0.4057,0.5943,1
newbie_wrz,graph matchings,1,1,104,1.0,0.0096,0.4058,0.5942,1
newbie_wrz,games,4,4,287,1.0,0.0139,0.4084,0.5916,1
newbie_wrz,interactive,4,4,278,1.0,0.0144,0.4086,0.5914,1
newbie_wrz,ternary search,1,1,69,1.0,0.0145,0.4087,0.5913,1
newbie_wrz,combinatorics,13,13,813,1.0,0.016,0.4096,0.5904,1
newbie_wrz,shortest paths,5,5,291,1.0,0.0172,0.4103,0.5897,1
newbie_wrz,dsu,7,7,405,1.0,0.0173,0.4104,0.5896,1
newbie_wrz,meet-in-the-middle,1,1,51,1.0,0.0196,0.4118,0.5882,1
newbie_wrz,2-sat,1,1,40,1.0,0.025,0.415,0.585,1
ngocnghia,divide and conquer,5,1,344,0.2,0.0029,0.0817,0.9183,1
ngocnghia,shortest paths,3,1,291,0.3333,0.0034,0.1354,0.8646,1
ngocnghia,trees,18,12,934,0.6667,0.0128,0.2744,0.7256,1
ngocnghia,data structures,28,19,1974,0.6786,0.0096,0.2772,0.7228,1
ngocnghia,geometry,4,3,419,0.75,0.0072,0.3043,0.6957,1
ngocnghia,graphs,16,12,1187,0.75,0.0101,0.3061,0.6939,1
ngocnghia,dsu,8,6,405,0.75,0.0148,0.3089,0.6911,1
ngocnghia,dp,38,30,2442,0.7895,0.0123,0.3232,0.6768,1
ngocnghia,constructive algorithms,50,39,2035,0.78,0.0192,0.3235,0.6765,1
ngocnghia,greedy,88,70,3429,0.7955,0.0204,0.3304,0.6696,1
ngocnghia,brute force,36,29,1935,0.8056,0.015,0.3312,0.6688,1
ngocnghia,dfs and similar,16,13,1040,0.8125,0.0125,0.3325,0.6675,1
ngocnghia,number theory,16,13,862,0.8125,0.0151,0.334,0.666,1
ngocnghia,combinatorics,21,17,813,0.8095,0.0209,0.3364,0.6636,1
ngocnghia,binary search,28,23,1247,0.8214,0.0184,0.3396,0.6604,1
ngocnghia,sortings,19,16,1212,0.8421,0.0132,0.3448,0.6552,1
ngocnghia,implementation,45,39,2965,0.8667,0.0132,0.3546,0.6454,1
ngocnghia,two pointers,15,13,625,0.8667,0.0208,0.3591,0.6409,1
ngocnghia,games,8,7,287,0.875,0.0244,0.3646,0.6354,1
ngocnghia,interactive,8,7,278,0.875,0.0252,0.3651,0.6349,1
ngocnghia,math,68,61,3356,0.8971,0.0182,0.3697,0.6303,1
ngocnghia,bitmasks,16,15,686,0.9375,0.0219,0.3881,0.6119,1
ngocnghia,probabilities,1,1,265,1.0,0.0038,0.4023,0.5977,1
ngocnghia,hashing,1,1,235,1.0,0.0043,0.4026,0.5974,1
ngocnghia,matrices,1,1,137,1.0,0.0073,0.4044,0.5956,1
ngocnghia,strings,7,7,792,1.0,0.0088,0.4053,0.5947,1
ngocnghia,fft,2,2,110,1.0,0.0182,0.4109,0.5891,1
ngocnghia,ternary search,3,3,69,1.0,0.0435,0.4261,0.5739,1
ngocnghia,2-sat,2,2,40,1.0,0.05,0.43,0.57,1
ngocnghia,schedules,1,1,14,1.0,0.0714,0.4429,0.5571,1
nguyengiabach1201,fft,3,1,110,0.3333,0.0091,0.1388,0.8612,1
nguyengiabach1201,geometry,13,12,419,0.9231,0.0286,0.3864,0.6136,1
nguyengiabach1201,implementation,85,79,2965,0.9294,0.0266,0.3878,0.6122,1
nguyengiabach1201,divide and conquer,13,12,344,0.9231,0.0349,0.3902,0.6098,1
nguyengiabach1201,bitmasks,41,37,686,0.9024,0.0539,0.3933,0.6067,1
nguyengiabach1201,combinatorics,30,28,813,0.9333,0.0344,0.394,0.606,1
nguyengiabach1201,games,14,13,287,0.9286,0.0453,0.3986,0.6014,1
nguyengiabach1201,interactive,14,13,278,0.9286,0.0468,0.3995,0.6005,1
nguyengiabach1201,strings,27,26,792,0.963,0.0328,0.4049,0.5951,1
